img_id,classname,gt_index,has_pred_bbox
16,4,2,True
16,4,3,True
16,14,4,False
16,15,5,True
16,15,6,True
16,9,7,True
16,9,8,False
16,2,9,True
16,10,10,False
16,6,11,True
17,4,0,True
17,9,1,True
17,9,2,True
17,9,3,True
17,10,4,False
17,10,5,False
17,10,6,False
17,10,7,False
17,10,8,False
17,10,9,False
17,10,10,False
17,6,11,True
17,6,12,True
17,17,13,False
17,15,14,True
18,4,0,True
18,4,1,True
18,4,2,True
18,4,3,False
18,4,4,True
18,4,5,True
18,4,6,True
18,4,7,False
18,4,8,True
18,4,9,True
18,4,10,True
18,4,11,True
18,4,12,False
18,4,13,True
18,4,14,True
18,4,15,True
18,4,16,True
18,4,17,True
18,4,18,True
18,4,19,True
18,4,20,True
18,4,21,True
18,17,22,False
18,17,23,False
18,15,24,True
18,15,25,True
18,15,26,True
18,15,27,True
18,15,28,True
18,15,29,True
18,15,30,True
19,4,0,True
19,4,1,True
19,4,2,True
19,8,3,False
19,8,4,True
19,17,5,False
19,1,6,True
19,7,7,True
19,9,8,False
19,9,9,False
19,10,10,False
20,4,0,True
20,4,1,True
20,15,2,True
21,9,0,True
21,9,1,True
21,9,2,False
21,13,3,True
21,8,4,False
21,8,5,True
21,8,6,True
21,3,7,True
22,5,0,True
22,13,1,False
22,11,2,False
22,3,3,True
22,3,4,True
22,3,5,True
22,3,6,True
22,4,7,True
22,4,8,True
22,4,9,True
22,4,10,True
22,15,11,True
22,9,12,True
23,9,0,True
23,3,1,True
23,17,2,False
23,17,3,False
23,17,4,True
23,4,5,True
23,4,6,True
23,4,7,True
23,4,8,True
23,4,9,True
23,4,10,True
23,4,11,True
23,4,12,True
23,4,13,True
23,4,14,False
23,4,15,True
23,4,16,True
23,4,17,True
23,4,18,False
23,4,19,True
23,4,20,True
23,4,21,True
23,4,22,True
23,4,23,False
23,4,24,True
23,4,25,True
23,4,26,True
23,4,27,True
23,4,28,True
23,15,29,False
23,8,30,True
24,8,0,True
24,8,1,True
24,13,2,True
24,16,3,True
24,16,4,True
24,9,5,True
25,9,0,False
25,9,1,False
25,9,2,False
25,6,3,False
25,6,4,True
25,6,5,False
25,1,6,True
25,3,7,False
25,10,8,False
26,17,0,True
26,4,1,True
26,4,2,True
26,4,3,True
26,4,4,False
26,9,5,False
26,9,6,True
26,9,7,False
26,7,8,True
26,3,9,True
26,8,10,True
27,4,0,True
27,4,1,True
27,4,2,True
27,4,3,True
27,4,4,True
27,4,5,True
27,4,6,False
27,4,7,True
27,4,8,False
27,4,9,True
27,4,10,True
27,4,11,True
27,4,12,False
27,4,13,False
27,4,14,True
27,4,15,True
27,3,16,True
27,15,17,False
27,17,18,True
27,17,19,False
27,9,20,False
27,8,21,False
28,14,0,True
28,14,1,True
28,9,2,False
28,9,3,True
28,9,4,False
28,15,5,True
28,15,6,False
29,9,0,True
29,9,1,True
29,3,2,True
29,3,3,False
29,5,4,True
29,8,5,True
30,4,0,True
30,1,1,True
30,8,2,True
30,7,3,True
30,6,4,True
30,17,5,False
31,3,0,True
31,9,1,True
31,9,2,True
31,9,3,False
31,17,4,True
31,16,5,True
31,8,6,False
32,4,0,True
32,4,1,True
32,4,2,True
32,4,3,True
32,4,4,True
32,4,5,True
32,4,6,True
32,4,7,True
32,4,8,True
32,7,9,False
32,11,10,True
32,11,11,True
32,14,12,True
33,1,0,True
33,8,1,True
33,8,2,True
33,8,3,True
33,8,4,True
33,4,5,True
33,9,6,False
33,9,7,False
33,9,8,False
33,9,9,False
33,7,10,True
33,17,11,True
34,16,0,True
34,3,1,True
34,0,2,True
34,8,3,True
34,8,4,False
34,13,5,False
34,9,6,False
35,14,0,True
35,4,1,True
35,4,2,True
35,4,3,True
35,4,4,True
35,4,5,True
35,4,6,False
35,4,7,True
35,4,8,True
35,4,9,True
35,4,10,True
35,15,11,True
35,8,12,True
35,1,13,False
35,3,14,False
35,3,15,False
35,3,16,True
35,3,17,True
35,6,18,True
35,6,19,True
35,9,20,False
36,8,0,True
36,3,1,False
36,9,2,True
37,14,0,True
37,17,1,True
37,4,2,True
37,4,3,True
37,3,4,False
37,3,5,True
37,3,6,True
37,3,7,True
37,3,8,True
37,8,9,True
37,7,10,True
37,7,11,True
37,9,12,True
37,9,13,True
38,3,0,True
38,8,1,True
38,8,2,True
38,8,3,False
38,11,4,True
38,9,5,True
38,9,6,False
39,7,0,True
39,6,1,True
39,6,2,False
39,4,3,True
39,4,4,True
39,3,5,True
39,3,6,True
39,0,7,True
39,1,8,True
39,1,9,True
39,16,10,True
39,8,11,True
39,8,12,False
39,8,13,False
39,8,14,True
39,13,15,False
39,10,16,False
39,10,17,False
39,9,18,True
39,9,19,False
39,12,20,True
39,11,21,True
40,4,0,True
40,4,1,True
40,4,2,True
40,4,3,True
40,15,4,True
40,17,5,True
40,8,6,True
40,9,7,True
41,3,0,True
41,3,1,False
41,3,2,False
41,3,3,True
41,3,4,True
41,3,5,False
41,3,6,True
41,3,7,True
41,3,8,True
41,3,9,False
41,5,10,True
41,5,11,True
41,11,12,True
41,11,13,True
41,13,14,False
42,1,0,True
42,4,1,True
42,4,2,True
42,6,3,True
42,2,4,True
42,9,5,True
42,9,6,True
42,9,7,False
42,7,8,True
43,17,0,False
43,4,1,True
43,4,2,True
43,4,3,True
43,4,4,True
43,4,5,True
43,4,6,True
43,4,7,True
43,4,8,True
43,4,9,True
43,4,10,True
43,9,11,False
43,8,12,False
43,15,13,True
44,4,0,True
44,15,1,True
44,16,2,True
44,3,3,False
44,3,4,True
44,1,5,True
44,6,6,True
44,9,7,True
44,13,8,True
44,12,9,True
44,10,10,False
44,10,11,False
45,12,0,True
45,0,1,True
45,16,2,True
45,3,3,True
45,13,4,True
45,10,5,False
45,9,6,False
45,8,7,True
45,8,8,True
46,15,0,True
46,4,1,True
46,4,2,True
46,4,3,True
46,4,4,True
47,17,0,False
47,17,1,True
47,9,2,True
47,9,3,True
47,9,4,False
47,9,5,True
47,9,6,True
47,9,7,False
47,9,8,False
47,15,9,False
47,15,10,False
47,15,11,False
47,15,12,True
47,15,13,False
47,8,14,True
47,13,15,True
47,5,16,False
48,17,0,False
48,17,1,False
48,8,2,False
48,15,3,True
48,4,4,True
48,4,5,True
48,4,6,True
48,4,7,True
48,4,8,True
48,4,9,True
48,4,10,True
48,4,11,True
48,9,12,True
49,14,0,True
49,14,1,True
49,8,2,False
49,8,3,False
49,8,4,False
49,8,5,False
49,8,6,False
49,8,7,False
49,8,8,False
49,8,9,False
49,15,10,True
49,15,11,True
49,15,12,False
49,15,13,True
49,4,14,True
49,4,15,True
49,4,16,True
49,9,17,False
49,9,18,True
49,9,19,False
49,10,20,False
49,10,21,False
49,10,22,False
49,10,23,False
49,10,24,False
49,10,25,False
49,10,26,False
49,3,27,False
49,3,28,False
50,16,0,True
50,3,1,True
50,13,2,True
50,8,3,True
50,8,4,True
50,0,5,True
50,12,6,True
50,10,7,False
50,9,8,False
51,13,0,True
51,8,1,True
51,16,2,True
51,9,3,True
52,17,0,True
52,12,1,True
52,16,2,True
52,8,3,True
52,8,4,True
52,13,5,True
52,13,6,False
52,0,7,True
52,10,8,True
52,9,9,False
53,2,0,True
53,9,1,True
53,9,2,False
53,9,3,False
53,9,4,False
53,10,5,False
53,10,6,False
53,10,7,False
53,10,8,True
53,10,9,False
53,10,10,False
53,10,11,False
53,10,12,False
53,10,13,False
53,10,14,False
53,10,15,False
53,10,16,False
53,10,17,False
53,14,18,True
53,14,19,True
53,15,20,True
53,15,21,False
53,15,22,False
53,15,23,True
53,8,24,False
53,8,25,False
53,8,26,False
53,8,27,True
53,8,28,False
53,8,29,False
53,8,30,True
53,8,31,True
53,8,32,True
53,7,33,True
53,4,34,True
53,4,35,True
53,4,36,True
53,4,37,True
53,3,38,False
53,3,39,False
54,4,0,True
54,4,1,True
54,4,2,True
54,4,3,True
54,4,4,True
54,4,5,False
54,14,6,True
54,15,7,True
54,15,8,False
54,15,9,False
54,3,10,True
54,2,11,True
55,16,0,True
55,13,1,True
55,9,2,True
55,8,3,True
56,7,0,True
56,7,1,True
56,7,2,True
56,7,3,True
56,7,4,True
56,7,5,True
56,3,6,True
56,3,7,False
56,3,8,True
56,3,9,True
56,3,10,True
56,3,11,False
56,4,12,True
56,4,13,True
56,4,14,True
56,4,15,True
56,4,16,True
56,4,17,True
56,4,18,True
56,4,19,True
56,8,20,True
56,8,21,True
56,17,22,False
56,17,23,True
56,17,24,True
56,9,25,True
56,9,26,True
57,14,0,True
57,14,1,True
57,14,2,True
57,9,3,True
57,9,4,True
57,15,5,True
57,15,6,False
57,15,7,True
58,8,0,True
58,10,1,False
58,10,2,False
58,10,3,False
58,9,4,True
58,1,5,True
58,1,6,True
58,7,7,False
58,7,8,True
58,2,9,False
58,3,10,True
58,17,11,True
58,4,12,True
58,4,13,True
59,16,0,True
59,9,1,False
59,9,2,True
59,9,3,False
59,9,4,True
59,9,5,True
59,5,6,False
59,12,7,True
59,17,8,False
59,8,9,True
59,8,10,True
59,13,11,False
60,1,0,True
60,15,1,True
60,6,2,False
60,6,3,False
60,4,4,True
60,4,5,True
60,4,6,True
60,17,7,True
60,8,8,True
60,8,9,False
60,8,10,False
61,4,0,True
61,4,1,True
61,4,2,True
61,4,3,True
61,4,4,True
61,4,5,True
61,4,6,True
61,4,7,True
61,4,8,True
61,4,9,True
61,4,10,True
61,4,11,True
61,4,12,True
61,4,13,True
61,4,14,True
61,15,15,True
62,4,0,True
62,4,1,True
62,4,2,True
62,4,3,True
62,15,4,True
63,7,0,True
63,7,1,True
63,7,2,True
63,7,3,True
63,4,4,True
63,4,5,True
63,4,6,True
63,4,7,True
63,4,8,True
63,11,9,True
63,15,10,False
63,8,11,True
63,8,12,False
63,17,13,False
63,9,14,True
63,9,15,True
63,2,16,False
64,17,0,True
64,15,1,True
64,15,2,True
64,4,3,True
64,4,4,True
64,4,5,True
64,4,6,True
64,4,7,False
64,4,8,True
64,4,9,True
64,9,10,False
64,9,11,True
64,9,12,False
64,8,13,True
64,8,14,False
64,10,15,True
64,10,16,True
64,10,17,True
65,4,0,True
65,4,1,True
65,4,2,True
65,4,3,True
65,15,4,True
65,3,5,True
65,9,6,True
66,11,0,False
66,3,1,True
66,3,2,False
66,3,3,True
66,3,4,False
66,5,5,False
66,8,6,True
66,13,7,True
66,10,8,False
67,8,0,True
67,8,1,True
67,4,2,True
67,4,3,True
67,4,4,True
67,7,5,False
67,1,6,True
67,9,7,False
67,10,8,False
67,17,9,False
68,11,0,True
68,8,1,True
68,8,2,True
68,17,3,True
68,4,4,True
68,4,5,True
68,4,6,True
68,9,7,False
68,9,8,True
68,1,9,True
68,1,10,True
68,2,11,True
68,14,12,True
68,6,13,True
69,4,0,True
69,4,1,True
69,4,2,True
69,4,3,True
69,4,4,True
69,4,5,True
69,4,6,True
69,4,7,True
69,4,8,True
69,4,9,True
69,4,10,True
69,4,11,True
69,4,12,True
69,4,13,True
69,4,14,True
69,4,15,True
69,4,16,True
69,15,17,True
70,3,0,True
70,3,1,True
70,3,2,False
70,3,3,True
70,3,4,True
70,3,5,True
70,4,6,True
70,4,7,True
70,4,8,True
70,4,9,True
70,4,10,True
70,4,11,True
70,4,12,True
70,4,13,True
70,17,14,True
70,17,15,True
70,7,16,True
70,7,17,True
70,7,18,True
70,7,19,True
70,7,20,True
70,7,21,True
70,8,22,False
70,9,23,True
70,9,24,False
71,2,0,True
71,2,1,True
71,9,2,False
71,9,3,False
71,14,4,True
71,3,5,True
71,3,6,True
71,3,7,True
71,3,8,True
71,3,9,True
71,4,10,True
71,4,11,True
71,8,12,True
71,17,13,True
71,7,14,True
71,7,15,True
72,6,0,True
72,6,1,True
72,11,2,True
72,10,3,False
72,10,4,False
72,10,5,False
72,9,6,False
72,9,7,True
72,9,8,True
72,0,9,True
72,13,10,True
72,13,11,False
72,4,12,True
72,4,13,True
72,1,14,True
72,1,15,True
72,16,16,True
72,7,17,True
72,8,18,True
72,8,19,False
72,8,20,False
72,12,21,True
73,15,0,True
73,15,1,True
73,15,2,True
73,15,3,True
73,15,4,True
73,15,5,True
73,4,6,False
73,4,7,False
74,8,0,True
74,8,1,True
74,13,2,True
74,0,3,True
74,5,4,True
74,16,5,True
74,9,6,False
74,10,7,False
74,12,8,True
75,4,0,True
75,4,1,True
75,4,2,True
75,4,3,True
75,4,4,True
75,4,5,True
75,4,6,False
75,4,7,True
75,4,8,True
75,4,9,True
75,4,10,True
75,4,11,True
75,3,12,True
75,3,13,False
75,17,14,True
75,15,15,True
75,15,16,True
75,9,17,True
75,9,18,False
75,9,19,True
75,8,20,False
76,14,0,True
76,14,1,True
76,15,2,True
76,9,3,True
76,9,4,False
77,4,0,True
77,4,1,True
77,1,2,True
77,1,3,True
77,7,4,True
77,7,5,True
77,8,6,False
77,8,7,False
77,8,8,True
77,11,9,True
77,11,10,True
77,9,11,True
77,9,12,False
77,9,13,True
77,9,14,False
77,17,15,False
77,17,16,False
78,5,0,True
78,5,1,True
78,11,2,True
78,3,3,False
78,3,4,False
78,3,5,False
78,3,6,True
78,3,7,False
78,3,8,True
78,3,9,True
78,3,10,True
78,3,11,True
78,17,12,True
78,4,13,True
78,9,14,False
78,13,15,False
78,15,16,False
79,3,0,True
79,9,1,False
79,9,2,True
79,9,3,False
79,16,4,True
79,17,5,False
79,13,6,True
79,8,7,False
80,9,0,False
80,9,1,True
80,9,2,True
80,4,3,True
80,17,4,False
81,8,0,True
81,4,1,True
81,4,2,True
81,4,3,True
81,4,4,True
81,4,5,True
81,4,6,True
81,10,7,False
81,17,8,True
81,3,9,True
81,3,10,False
81,5,11,True
81,15,12,False
81,15,13,True
81,11,14,True
82,14,0,True
82,14,1,True
82,9,2,True
82,9,3,True
82,15,4,False
82,15,5,False
82,8,6,True
83,15,0,True
83,15,1,True
83,4,2,True
83,4,3,True
83,4,4,True
83,4,5,True
83,4,6,False
83,4,7,False
83,8,8,True
83,9,9,False
83,9,10,False
84,7,0,True
84,7,1,True
84,4,2,True
84,4,3,True
84,4,4,True
84,3,5,True
84,3,6,False
84,3,7,False
84,8,8,True
84,17,9,False
84,17,10,True
84,9,11,True
84,9,12,False
85,4,0,True
85,4,1,True
85,4,2,True
85,4,3,True
85,15,4,True
85,15,5,True
85,15,6,True
85,15,7,True
85,15,8,True
85,15,9,True
85,9,10,True
85,9,11,True
86,9,0,True
86,14,1,True
86,15,2,True
86,15,3,True
86,3,4,True
86,3,5,False
86,3,6,True
86,3,7,True
86,4,8,True
86,4,9,True
86,4,10,True
86,4,11,True
86,11,12,True
86,13,13,True
86,5,14,True
87,15,0,True
87,17,1,False
87,17,2,False
87,2,3,True
87,8,4,False
87,8,5,False
87,4,6,True
87,10,7,False
87,10,8,False
87,9,9,True
87,6,10,False
87,14,11,True
87,14,12,True
87,14,13,True
88,8,0,True
88,8,1,False
88,8,2,True
88,8,3,True
88,15,4,False
88,6,5,True
88,3,6,False
88,3,7,True
88,17,8,False
89,4,0,True
89,4,1,True
89,4,2,True
89,4,3,True
89,4,4,True
89,4,5,True
89,4,6,True
89,4,7,True
89,4,8,True
89,4,9,True
89,4,10,True
89,4,11,True
89,4,12,True
89,4,13,True
89,4,14,False
89,4,15,False
89,4,16,True
89,4,17,True
89,4,18,False
89,4,19,True
89,15,20,True
90,4,0,True
90,4,1,True
90,9,2,False
90,9,3,True
90,15,4,True
90,8,5,True
90,8,6,False
91,4,0,True
91,4,1,True
91,3,2,True
91,3,3,True
91,9,4,True
91,9,5,False
92,17,0,True
92,4,1,True
92,4,2,True
92,1,3,True
92,1,4,True
92,7,5,True
92,7,6,True
92,9,7,True
92,9,8,True
92,8,9,False
92,10,10,False
92,10,11,False
92,10,12,False
93,4,0,True
93,6,1,True
93,6,2,True
93,15,3,True
93,9,4,False
93,9,5,False
94,4,0,True
94,4,1,True
94,4,2,True
94,4,3,True
94,15,4,True
95,9,0,True
95,9,1,False
95,9,2,False
95,9,3,True
95,8,4,False
95,8,5,True
95,8,6,True
95,8,7,True
95,8,8,True
95,8,9,True
95,4,10,True
95,3,11,False
95,11,12,True
95,13,13,False
95,13,14,False
95,17,15,True
95,17,16,True
95,17,17,False
95,15,18,True
95,15,19,False
96,4,0,True
96,4,1,True
96,15,2,False
96,15,3,True
96,15,4,False
97,8,0,True
97,8,1,True
97,8,2,True
97,8,3,True
97,8,4,True
97,8,5,True
97,16,6,True
97,16,7,True
97,13,8,True
97,13,9,True
97,9,10,True
97,17,11,True
98,9,0,True
98,9,1,False
98,1,2,False
98,1,3,True
98,10,4,True
99,4,0,True
99,4,1,True
99,4,2,True
99,4,3,True
99,9,4,True
99,9,5,True
99,9,6,True
99,15,7,True
99,15,8,True
99,15,9,True
99,15,10,True
99,15,11,True
100,3,0,False
100,3,1,True
100,3,2,True
100,3,3,False
100,3,4,False
100,5,5,False
100,5,6,False
100,9,7,False
100,9,8,True
100,9,9,True
100,11,10,True
100,11,11,True
100,11,12,True
100,8,13,True
100,8,14,True
100,4,15,True
100,4,16,True
100,4,17,True
100,13,18,True
100,10,19,False
100,10,20,False
100,10,21,False
100,10,22,False
100,10,23,True
100,10,24,False
100,10,25,False
100,10,26,False
100,10,27,False
100,17,28,False
100,15,29,True
101,9,0,False
101,4,1,True
101,4,2,True
101,4,3,True
101,4,4,True
101,4,5,True
101,4,6,True
101,4,7,True
101,4,8,True
101,4,9,True
101,4,10,True
101,4,11,True
101,4,12,True
101,4,13,True
101,4,14,True
101,4,15,True
101,4,16,True
101,4,17,False
101,15,18,True
101,3,19,True
101,17,20,False
102,14,0,True
102,15,1,True
102,15,2,True
102,15,3,True
102,6,4,True
102,6,5,False
102,6,6,False
102,7,7,True
102,4,8,True
102,4,9,True
102,4,10,True
102,1,11,True
102,1,12,True
102,9,13,True
102,9,14,False
102,9,15,False
102,9,16,True
102,3,17,True
102,8,18,True
102,8,19,False
102,8,20,True
102,17,21,False
102,10,22,False
102,10,23,False
103,9,0,False
103,9,1,True
103,17,2,False
103,17,3,False
103,8,4,True
103,8,5,False
103,1,6,True
103,1,7,False
103,10,8,False
104,4,0,True
104,4,1,True
104,4,2,True
104,4,3,True
104,4,4,True
104,4,5,True
104,15,6,True
104,15,7,False
104,15,8,True
104,9,9,True
105,15,0,False
105,15,1,False
105,15,2,False
105,15,3,False
105,15,4,False
105,4,5,True
105,4,6,True
105,4,7,False
105,4,8,True
105,4,9,True
105,4,10,True
105,4,11,True
105,4,12,True
105,4,13,True
105,4,14,True
105,4,15,True
105,4,16,True
105,4,17,True
105,4,18,True
105,4,19,True
105,4,20,True
105,4,21,True
105,4,22,True
105,4,23,True
105,4,24,True
105,4,25,True
105,4,26,True
105,4,27,True
105,4,28,True
105,4,29,True
105,4,30,True
105,4,31,True
105,8,32,True
106,11,0,True
106,11,1,True
106,3,2,True
106,3,3,True
106,3,4,False
106,3,5,False
106,3,6,False
106,3,7,True
106,3,8,False
106,3,9,True
106,3,10,True
106,3,11,True
106,5,12,True
106,5,13,True
106,13,14,False
107,4,0,True
107,4,1,True
107,4,2,True
107,4,3,True
107,4,4,True
107,4,5,True
107,4,6,True
107,4,7,True
107,4,8,True
107,4,9,True
107,4,10,True
107,4,11,True
107,4,12,True
107,4,13,True
107,4,14,True
107,4,15,True
107,4,16,True
107,4,17,True
107,4,18,True
107,4,19,True
107,4,20,True
107,4,21,True
107,4,22,True
107,4,23,True
107,4,24,True
107,4,25,True
107,15,26,True
107,15,27,True
107,15,28,False
107,15,29,False
107,15,30,True
107,15,31,True
107,15,32,True
107,15,33,True
108,14,0,True
108,4,1,True
108,4,2,True
108,3,3,True
108,3,4,True
108,3,5,False
108,3,6,True
108,3,7,True
108,7,8,True
108,7,9,True
108,8,10,True
108,2,11,True
108,9,12,True
108,17,13,True
109,3,0,True
109,3,1,False
109,12,2,True
109,8,3,True
109,16,4,True
109,0,5,True
109,13,6,True
110,3,0,False
110,3,1,False
110,3,2,True
110,11,3,True
110,8,4,False
110,8,5,True
110,8,6,False
110,8,7,False
110,8,8,False
110,8,9,False
110,8,10,False
110,15,11,True
110,4,12,True
110,17,13,False
110,17,14,False
110,17,15,False
110,13,16,False
110,13,17,False
110,9,18,False
110,9,19,False
110,9,20,False
110,9,21,True
111,14,0,True
111,14,1,True
111,15,2,True
112,9,0,True
112,9,1,False
112,9,2,True
112,9,3,True
112,9,4,True
112,3,5,True
112,3,6,False
112,3,7,False
112,3,8,True
112,5,9,True
112,15,10,True
113,7,0,True
113,1,1,True
113,4,2,True
113,4,3,True
113,4,4,False
113,9,5,True
113,9,6,True
113,9,7,True
113,2,8,True
113,6,9,True
114,2,0,True
114,15,1,True
114,15,2,True
114,4,3,True
114,4,4,True
114,4,5,False
114,4,6,True
114,4,7,False
114,4,8,False
114,17,9,True
114,17,10,True
115,4,0,True
115,4,1,True
115,4,2,True
115,4,3,True
115,17,4,True
115,7,5,True
115,7,6,True
115,7,7,True
115,9,8,True
115,2,9,True
115,2,10,True
115,3,11,True
115,3,12,False
115,8,13,True
116,13,0,False
116,3,1,True
116,9,2,True
116,9,3,True
116,9,4,False
116,9,5,False
116,8,6,True
116,8,7,True
116,8,8,True
116,15,9,True
117,4,0,True
117,4,1,True
117,4,2,True
117,4,3,True
117,4,4,True
117,4,5,True
117,4,6,True
117,4,7,True
117,4,8,True
117,4,9,True
117,4,10,True
117,4,11,True
117,4,12,True
117,4,13,True
117,4,14,True
117,4,15,True
117,4,16,True
117,4,17,True
117,15,18,False
117,15,19,False
117,17,20,False
117,17,21,True
117,8,22,True
117,9,23,False
118,9,0,True
118,9,1,True
118,9,2,False
118,9,3,True
118,9,4,True
118,9,5,False
118,9,6,True
118,5,7,False
118,13,8,True
118,17,9,False
118,17,10,False
118,17,11,False
118,10,12,False
118,10,13,False
118,8,14,False
118,8,15,True
119,9,0,True
119,9,1,True
119,9,2,True
119,9,3,False
119,9,4,True
119,3,5,False
119,8,6,True
119,8,7,True
119,13,8,True
119,15,9,True
120,12,0,True
120,16,1,True
120,5,2,True
120,0,3,True
120,13,4,True
120,9,5,False
120,10,6,False
120,8,7,True
120,8,8,False
121,8,0,True
121,8,1,True
121,8,2,True
121,8,3,True
121,8,4,True
121,16,5,True
121,3,6,True
121,10,7,False
121,9,8,False
121,13,9,False
121,17,10,True
121,12,11,False
121,0,12,True
122,8,0,False
122,8,1,False
122,8,2,True
122,8,3,True
122,8,4,False
122,8,5,True
122,13,6,False
122,13,7,False
122,9,8,False
122,9,9,True
122,9,10,True
122,9,11,True
122,15,12,True
122,17,13,True
122,17,14,False
122,3,15,False
122,3,16,False
122,3,17,True
122,4,18,False
122,11,19,False
123,14,0,True
123,4,1,True
123,4,2,True
123,4,3,False
123,4,4,True
123,4,5,False
123,4,6,True
123,5,7,False
123,3,8,True
123,3,9,False
123,3,10,True
123,3,11,False
123,3,12,False
123,3,13,False
123,3,14,False
123,3,15,False
123,3,16,False
123,3,17,False
123,3,18,False
123,3,19,False
123,3,20,False
123,3,21,True
123,3,22,True
123,3,23,True
123,7,24,True
123,8,25,False
123,8,26,True
123,15,27,False
123,10,28,False
123,10,29,False
123,10,30,False
123,17,31,False
123,17,32,True
123,17,33,False
123,17,34,False
123,9,35,False
123,9,36,False
123,11,37,True
123,13,38,False
124,3,0,True
124,17,1,False
124,8,2,True
124,8,3,False
124,8,4,False
124,16,5,True
124,13,6,True
124,10,7,False
124,0,8,False
125,6,0,True
125,10,1,False
125,10,2,False
125,10,3,False
125,10,4,False
125,15,5,True
125,15,6,True
125,3,7,False
